subj,subj_id,image,response_x,response_y,response_size,response_time_click,response_time_circle
AFR,1,grayscale_2_opensource.jpg,390,1015,11,1.1334949064767,3.76687251846306
AFR,1,grayscale_16_opensource.jpg,487,1058,5,1.90018679155037,2.43375060847029
AFR,1,grayscale_37_oliva.jpg,449,308,99,2.35019412229303,4.15031962748617
AFR,1,grayscale_94_oliva.jpg,344,1034,5,1.80029763479251,2.16718774742913
AFR,1,grayscale_71_oliva.jpg,474,522,5,2.36689509777352,3.2672238155501
AFR,1,grayscale_39_housebeautiful.jpg,698,735,5,1.4668247209629,2.00044601224363
AFR,1,grayscale_36_housebeautiful.jpg,637,698,5,1.55022080685012,2.01705520460382
AFR,1,grayscale_20_opensource.jpg,311,532,5,1.66699069261085,2.16716839384753
AFR,1,grayscale_4_kitchen.jpg,427,391,63,2.05004486523103,3.21682237519417
AFR,1,grayscale_10_housebeautiful.jpg,593,260,31,2.03357378707733,3.03358844888862
AFR,1,grayscale_40_oliva.jpg,500,205,5,1.716925301007,2.48384503053967
AFR,1,grayscale_8_other.jpg,304,399,127,2.65019324258901,5.35024661163334
AFR,1,grayscale_15_oliva.jpg,581,994,25,1.18344153743237,2.18342746212147
AFR,1,grayscale_14_kitchen.jpg,464,195,5,1.70021582185291,2.23373418720439
AFR,1,grayscale_59_oliva.jpg,599,953,5,2.03362129128072,2.73385822609998
AFR,1,grayscale_92_oliva.jpg,462,406,5,1.76687691698316,2.33374738285784
AFR,1,grayscale_55_oliva.jpg,289,380,5,2.13348171091639,2.63380690990016
AFR,1,grayscale_73_oliva.jpg,642,687,53,1.86693673720583,3.06695931649301
AFR,1,grayscale_30_opensource.jpg,374,953,5,1.46694934635889,1.93363771250006
AFR,1,grayscale_3_other.jpg,521,411,5,1.43343420664314,1.86707455827855
AFR,1,grayscale_1_housebeautiful.jpg,295,314,5,1.55021758121438,2.01708218234126
AFR,1,grayscale_14_oliva.jpg,415,957,5,1.10018943052273,1.56689890974667
AFR,1,grayscale_1_kitchen.jpg,409,1011,5,1.31682061566971,1.98372011189349
AFR,1,grayscale_7_opensource.jpg,433,535,87,1.3670050612418,2.96694025606848
AFR,1,grayscale_5_housebeautiful.jpg,368,599,5,1.93344769545365,2.53382450400386
AFR,1,grayscale_8_kitchen.jpg,319,339,9,1.45008973032236,3.58371278108098
ALS,2,grayscale_11_opensource.jpg,582,1012,155,15.7000043399166,44.1999404145172
ALS,2,grayscale_18_housebeautiful.jpg,492,585,69,5.95024640590418,15.7501737421262
ALS,2,grayscale_100_oliva.jpg,519,864,5,1.63364598125918,27.2002808611724
ALS,2,grayscale_17_oliva.jpg,599,383,13,1.81695993163157,7.51700385834556
ALS,2,grayscale_16_housebeautiful.jpg,534,356,57,2.75012535828864,4.78370495093986
ALS,2,grayscale_13_oliva.jpg,342,884,13,2.01673642743845,5.35037325974554
ALS,2,grayscale_21_housebeautiful.jpg,515,240,5,1.51672704389784,2.21699558914406
ALS,2,grayscale_72_oliva.jpg,478,720,5,1.80008480377728,2.73374990397133
ALS,2,grayscale_8_oliva.jpg,491,1024,69,2.53344822308281,4.45040592621081
ALS,2,grayscale_21_kitchen.jpg,479,875,5,2.13360287557589,2.56704951520078
ALS,2,grayscale_14_housebeautiful.jpg,693,221,5,1.10020215669647,1.86708710802486
ALS,2,grayscale_1_opensource.jpg,488,858,13,2.03338635037653,4.10021036729449
ALS,2,grayscale_11_oliva.jpg,375,843,5,1.40026965952711,1.90051245869836
ALS,2,grayscale_30_housebeautiful.jpg,393,621,57,2.38343030633405,3.95023584942101
ALS,2,grayscale_6_other.jpg,329,890,5,1.34995921090012,1.68366817914648
ALS,2,grayscale_18_opensource.jpg,373,868,5,1.41685272473842,1.95037806878099
ALS,2,grayscale_98_oliva.jpg,534,1006,5,0.866822902637068,1.26699374173768
ALS,2,grayscale_5_opensource.jpg,699,846,5,1.2501177341328,1.5838387250551
ALS,2,grayscale_16_oliva.jpg,332,844,5,1.3000792323146,1.66690184170147
ALS,2,grayscale_6_airbnb.jpg,714,337,5,1.33353038772475,1.66713467083173
ALS,2,grayscale_13_kitchen.jpg,558,913,5,1.46686759177828,1.96719865489285
ALS,2,grayscale_19_kitchen.jpg,448,866,147,2.75013063650113,6.11682920722524
ALS,2,grayscale_21_opensource.jpg,425,873,45,1.46680865139933,3.53356023912784
ALS,2,grayscale_50_oliva.jpg,276,635,5,1.2668468306656,4.13367882365128
ALS,2,grayscale_29_oliva.jpg,478,978,5,1.36692524189129,1.66710827959469
ALS,2,grayscale_13_opensource.jpg,494,627,27,2.86675927054603,4.00022960355273
ALS,2,grayscale_58_oliva.jpg,435,1074,5,0.983353009447455,1.45031238399679
ALS,2,grayscale_28_oliva.jpg,604,969,5,1.93340558663476,2.30024373752531
ALS,2,grayscale_4_oliva.jpg,261,531,5,1.66672531381482,2.13365565799177
ALS,2,grayscale_45_oliva.jpg,749,583,17,1.65010647388408,2.78355686692521
ALS,2,grayscale_68_oliva.jpg,513,584,179,1.5834193979972,5.15026100905379
ALS,2,grayscale_4_other.jpg,465,365,19,1.93341702281032,2.86692876071902
ALS,2,grayscale_52_oliva.jpg,509,914,157,2.00021846056916,5.00034572486766
ALS,2,grayscale_4_housebeautiful.jpg,436,694,129,1.76687292871065,4.30027394084027
ALS,2,grayscale_84_oliva.jpg,520,358,265,2.28349206177518,7.11699136655079
ALS,2,grayscale_20_housebeautiful.jpg,551,807,5,1.35013427265221,1.71705599571578
ALS,2,grayscale_7_housebeautiful.jpg,604,262,17,1.36670355574461,2.56690846884158
ALS,2,grayscale_12_housebeautiful.jpg,485,438,61,1.51686984964181,2.68368078832282
ALS,2,grayscale_13_other.jpg,460,884,15,1.45011444989359,2.28351815982023
ALS,2,grayscale_18_kitchen.jpg,404,660,5,1.20012310036691,4.03372562408913
ALS,2,grayscale_60_oliva.jpg,455,700,193,3.16669716319302,6.76689726719633
ALS,2,grayscale_99_oliva.jpg,512,953,127,2.45002296031453,5.15014840656659
ALS,2,grayscale_63_oliva.jpg,465,851,5,1.31681771232979,1.75020394538296
ALS,2,grayscale_70_oliva.jpg,399,931,57,1.48343364923494,4.61686879402259
ALS,2,grayscale_27_opensource.jpg,535,635,215,1.88350009650458,5.78356625046581
ALS,2,grayscale_6_housebeautiful.jpg,661,1054,5,0.933482414402533,1.46707842824981
ALS,2,grayscale_47_oliva.jpg,506,850,13,1.36690882069524,2.83356000453932
ALS,2,grayscale_34_oliva.jpg,669,365,55,1.90015940292506,3.03344792983262
ALS,2,grayscale_54_oliva.jpg,393,701,101,1.73361120349728,3.66691884939792
ALS,2,grayscale_6_kitchen.jpg,503,876,11,1.86687128653284,2.60028924769722
ALS,2,grayscale_9_kitchen.jpg,470,305,135,2.73346165328985,5.23363876767689
ALS,2,grayscale_15_kitchen.jpg,412,1027,11,1.51693876006175,2.21698884473881
ALS,2,grayscale_3_oliva.jpg,454,849,11,1.78350965597201,3.41697207168909
ALS,2,grayscale_10_oliva.jpg,435,309,43,1.95004290039651,5.28357358131325
ALS,2,grayscale_20_oliva.jpg,355,236,15,1.53352798323613,2.36712786776479
ALS,2,grayscale_8_housebeautiful.jpg,458,659,165,1.48358231974998,4.4836899372749
ALS,2,grayscale_2_housebeautiful.jpg,601,608,5,1.83342101081507,2.43374691298231
ALS,2,grayscale_15_opensource.jpg,464,553,11,1.51676281861728,2.31696491665207
ALS,2,grayscale_38_oliva.jpg,366,640,5,1.01683671399951,1.3503934929613
ALS,2,grayscale_17_opensource.jpg,462,960,5,1.40009899635334,1.93369413050823
ALS,2,grayscale_89_oliva.jpg,260,588,15,1.06670379027491,1.86720205639722
ALS,2,grayscale_11_kitchen.jpg,655,667,55,2.36671997688245,3.66686489398126
ALS,2,grayscale_18_oliva.jpg,517,813,5,0.716853663092479,1.58380031120032
ALS,2,grayscale_61_oliva.jpg,226,327,5,1.48357322945958,1.88380858046003
ALS,2,grayscale_14_airbnb.jpg,398,258,5,1.26689316192642,2.23367542208871
ALS,2,grayscale_6_oliva.jpg,328,764,5,1.56678824214032,2.26694858341943
ALS,2,grayscale_56_oliva.jpg,490,864,9,2.0334578998154,3.86688067007344
ALS,2,grayscale_53_oliva.jpg,396,962,107,2.35012137028389,4.45036340702791
ALS,2,grayscale_33_oliva.jpg,502,261,5,1.90005178540014,4.40030103572644
ALS,2,grayscale_5_oliva.jpg,268,723,5,1.38343441166217,1.9503777755308
ALS,2,grayscale_34_housebeautiful.jpg,481,303,13,1.86698242282728,3.16696136852261
ALS,2,grayscale_24_oliva.jpg,470,220,15,1.53340922272764,2.46694441954605
ALS,2,grayscale_7_kitchen.jpg,242,794,13,1.18353680957807,1.9502883386449
ALS,2,grayscale_49_oliva.jpg,518,774,35,2.95005932159256,4.08349563926458
ALS,2,grayscale_32_opensource.jpg,563,886,15,1.45010389341041,2.18355411052471
ALS,2,grayscale_75_oliva.jpg,474,207,15,1.31683911860455,1.9835113567533
ALS,2,grayscale_85_oliva.jpg,403,1014,5,1.91676592698786,3.45035842200741
ALS,2,grayscale_15_housebeautiful.jpg,714,914,5,1.90011101908749,2.33344769530231
ALS,2,grayscale_14_other.jpg,555,242,5,1.18340573320165,2.98369257635204
ALS,2,grayscale_6_opensource.jpg,334,541,5,1.28360525076278,1.55026030528825
ALS,2,grayscale_35_housebeautiful.jpg,501,387,5,1.34994748147437,2.31700743589317
ALS,2,grayscale_35_oliva.jpg,452,597,13,2.36660766764544,3.26672719052294
ALS,2,grayscale_10_opensource.jpg,499,732,5,2.76681897329399,3.03369630052475
ALS,2,grayscale_83_oliva.jpg,689,1092,5,1.43327568320092,2.40033006609883
ALS,2,grayscale_3_kitchen.jpg,381,231,5,2.76680871006101,3.26697321527172
ALS,2,grayscale_81_oliva.jpg,585,1069,5,1.70013043121435,2.03352974256268
ALS,2,grayscale_27_housebeautiful.jpg,697,268,5,1.71674457937479,2.18362683290616
ALS,2,grayscale_42_oliva.jpg,411,734,169,1.51656517776428,4.65033285180107
ALS,2,grayscale_1_oliva.jpg,722,300,11,1.51684521790594,4.01686017290922
ALS,2,grayscale_77_oliva.jpg,240,227,5,1.15018887311453,2.18342127470532
ALS,2,grayscale_44_oliva.jpg,461,471,13,1.70008204731857,2.83366205054335
ALS,2,grayscale_62_oliva.jpg,496,456,15,1.46668989094906,2.16644058196107
ALS,2,grayscale_64_oliva.jpg,451,397,5,1.55018904909957,1.88370682764798
ALS,2,grayscale_10_kitchen.jpg,663,920,191,1.68357229110552,5.13328559458023
ALS,2,grayscale_43_oliva.jpg,292,887,29,1.76692453812575,2.70034332032083
ALS,2,grayscale_86_oliva.jpg,484,979,5,2.05015180812916,2.4837465317687
ALS,2,grayscale_2_oliva.jpg,453,1091,11,1.26696089934558,2.83361220045481
ALS,2,grayscale_38_housebeautiful.jpg,522,1056,5,1.26672161900206,1.66706429421902
ALS,2,grayscale_23_oliva.jpg,586,927,45,2.10012327629374,3.26698963646777
ALS,2,grayscale_22_housebeautiful.jpg,402,313,5,1.36681000026874,2.03373999259202
ALS,2,grayscale_88_oliva.jpg,427,728,337,2.06686125788838,7.96693503600545
ALS,2,grayscale_9_other.jpg,424,942,5,1.10024027730105,1.80057568027405
ALS,2,grayscale_29_housebeautiful.jpg,298,381,5,1.18360718613258,1.61712684144732
ALS,2,grayscale_65_oliva.jpg,369,1042,15,1.21682228683494,2.91685565706575
ALS,2,grayscale_74_oliva.jpg,343,648,29,2.1669285261305,3.55026206473121
ALS,2,grayscale_23_housebeautiful.jpg,763,727,5,1.53347608045442,1.93355543003418
ALS,2,grayscale_28_housebeautiful.jpg,651,280,5,1.70017969486071,3.83367172733415
ALS,2,grayscale_31_oliva.jpg,383,774,5,1.15010647388408,1.48362953070318
ALS,2,grayscale_2_opensource.jpg,415,1001,5,1.18347464362159,1.81700010498753
ALS,2,grayscale_16_opensource.jpg,487,1069,5,1.26697585434886,1.66720328794327
ALS,2,grayscale_37_oliva.jpg,498,370,41,1.43352815910475,2.60025288647739
ALS,2,grayscale_94_oliva.jpg,365,998,5,1.10015934426337,1.50037094316212
ALS,2,grayscale_71_oliva.jpg,491,520,5,2.03355584054952,2.66700594034046
ALS,2,grayscale_39_housebeautiful.jpg,678,746,5,1.68344795913436,2.01711470150622
ALS,2,grayscale_36_housebeautiful.jpg,656,693,5,1.41679818287957,1.85047794488491
ALS,2,grayscale_20_opensource.jpg,308,523,5,1.30019242124399,1.70040548633551
ALS,2,grayscale_4_kitchen.jpg,470,594,223,1.41680697997799,5.35017503239214
ALS,2,grayscale_10_housebeautiful.jpg,626,243,5,1.83355560601922,2.30038214474916
ALS,2,grayscale_40_oliva.jpg,543,555,91,1.68354677956086,3.45026839862112
ALS,2,grayscale_8_other.jpg,173,533,5,1.23350270627998,1.70045944169397
ALS,2,grayscale_15_oliva.jpg,537,821,13,1.35022752155783,2.15035279188305
ALS,2,grayscale_14_kitchen.jpg,490,189,13,1.86671411216957,2.53350305813365
ALS,2,grayscale_59_oliva.jpg,619,946,5,1.26689110923326,1.80040941567859
ALS,2,grayscale_92_oliva.jpg,492,383,99,2.35030346963322,4.48374154674821
ALS,2,grayscale_55_oliva.jpg,299,372,13,2.66689216491068,3.50026273919502
ALS,2,grayscale_73_oliva.jpg,598,665,59,2.81690978835104,4.05037877254654
ALS,2,grayscale_30_opensource.jpg,539,963,87,1.36681000026874,2.9670268187183
ALS,2,grayscale_3_other.jpg,520,425,13,2.20019347692141,2.9336862131604
ALS,2,grayscale_1_housebeautiful.jpg,306,319,13,2.26695444813231,3.00039733434096
ALS,2,grayscale_14_oliva.jpg,420,964,5,2.05014389072312,2.58355809847126
ALS,2,grayscale_1_kitchen.jpg,420,990,15,1.98339552863035,2.68354560667649
ALS,2,grayscale_7_opensource.jpg,457,426,111,2.46681451611221,4.63362046971451
ALS,2,grayscale_5_housebeautiful.jpg,383,582,13,1.73358275962528,2.90031159226783
ALS,2,grayscale_8_kitchen.jpg,317,370,17,1.46680190693587,2.40034326171735
ALV,3,grayscale_11_opensource.jpg,758,1085,97,26.6333147519035,90.0997645605821
ALV,3,grayscale_18_housebeautiful.jpg,490,887,53,15.083435403998,20.3835495609092
ALV,3,grayscale_100_oliva.jpg,550,851,15,5.80013600300299,22.2334586136858
ALV,3,grayscale_17_oliva.jpg,601,367,17,3.48362026020186,6.08366324863164
ALV,3,grayscale_16_housebeautiful.jpg,513,929,19,3.03339316335041,5.03351251053391
ALV,3,grayscale_13_oliva.jpg,257,924,19,2.18355712638004,3.4837088175118
ALV,3,grayscale_21_housebeautiful.jpg,657,649,19,3.65016235026997,5.31697905622423
ALV,3,grayscale_72_oliva.jpg,296,988,83,4.95001640659757,12.7501658984693
ALV,3,grayscale_8_oliva.jpg,405,1085,31,7.45023266831413,9.98365236952668
ALV,3,grayscale_21_kitchen.jpg,463,904,23,1.73354174615815,3.20039064937737
ALV,3,grayscale_14_housebeautiful.jpg,695,212,25,2.05016393377446,3.61701140017249
ALV,3,grayscale_1_opensource.jpg,654,245,29,3.75003922032192,5.85027178603923
ALV,3,grayscale_11_oliva.jpg,353,853,25,2.48334579099901,4.28354806540301
ALV,3,grayscale_30_housebeautiful.jpg,410,828,29,4.56675568345236,6.2003654310829
ALV,3,grayscale_6_other.jpg,318,902,23,2.45022768329363,3.68377690698253
ALV,3,grayscale_18_opensource.jpg,359,908,27,1.75008701789193,4.31685765634757
ALV,3,grayscale_98_oliva.jpg,286,573,27,3.8335332715651,5.40027839853428
ALV,3,grayscale_5_opensource.jpg,665,860,27,4.73348251241259,6.00026273971889
ALV,3,grayscale_16_oliva.jpg,323,833,19,1.55018402048154,3.31708726042416
ALV,3,grayscale_6_airbnb.jpg,711,313,25,1.7335015728022,3.20027804665733
ALV,3,grayscale_13_kitchen.jpg,477,508,29,3.80018761259271,5.63365226692986
ALV,3,grayscale_19_kitchen.jpg,553,1019,41,1.88350396265741,4.11704761482542
ALV,3,grayscale_21_opensource.jpg,384,1018,31,3.41693744593067,4.58380268246401
ALV,3,grayscale_50_oliva.jpg,350,337,27,7.0668587560067,7.93357318110066
ALV,3,grayscale_29_oliva.jpg,465,1062,27,1.11677901039366,1.9502536347718
ALV,3,grayscale_13_opensource.jpg,632,725,27,3.80016298074042,4.50025731488131
ALV,3,grayscale_58_oliva.jpg,441,1090,25,1.26693652226822,2.1337547529838
ALV,3,grayscale_28_oliva.jpg,632,999,29,1.45027078909334,2.21712623152416
ALV,3,grayscale_4_oliva.jpg,268,517,29,2.61684777430492,3.6169292939594
ALV,3,grayscale_45_oliva.jpg,763,592,33,1.65019489952829,2.55027433723444
ALV,3,grayscale_68_oliva.jpg,573,995,23,2.33354514767416,3.13369786512339
ALV,3,grayscale_4_other.jpg,496,408,29,3.73337460146286,4.93362244474702
ALV,3,grayscale_52_oliva.jpg,669,1061,31,3.66688473674003,4.60034150298452
ALV,3,grayscale_4_housebeautiful.jpg,730,312,31,1.51694216707256,2.21714382566279
ALV,3,grayscale_84_oliva.jpg,626,310,33,12.4000980582205,12.9670818794984
ALV,3,grayscale_20_housebeautiful.jpg,566,804,33,1.45016874279827,2.18361049541272
ALV,3,grayscale_7_housebeautiful.jpg,576,636,39,3.21690219891025,3.88368694204837
ALV,3,grayscale_12_housebeautiful.jpg,490,499,33,2.50014060683316,3.06708982621785
ALV,3,grayscale_13_other.jpg,457,908,31,1.85005303181242,2.71701289567864
ALV,3,grayscale_18_kitchen.jpg,635,961,39,2.73346433177358,3.36696646170458
ALV,3,grayscale_60_oliva.jpg,136,392,33,0.783412736840546,1.35010566771962
ALV,3,grayscale_99_oliva.jpg,418,1014,39,5.70028376474511,8.13362308987416
ALV,3,grayscale_63_oliva.jpg,467,858,37,1.63351092702942,2.26695323671447
ALV,3,grayscale_70_oliva.jpg,507,983,35,1.23352253914345,1.83377841714537
ALV,3,grayscale_27_opensource.jpg,472,644,35,2.28351962147281,2.88376963476185
ALV,3,grayscale_6_housebeautiful.jpg,667,1091,31,1.66676333686337,2.50018840428675
ALV,3,grayscale_47_oliva.jpg,521,888,37,3.06691476411652,3.76714603957953
ALV,3,grayscale_34_oliva.jpg,701,418,39,2.95021111547248,3.91690387035487
ALV,3,grayscale_54_oliva.jpg,449,1032,37,1.13359347300138,1.73361270932946
ALV,3,grayscale_6_kitchen.jpg,512,479,35,5.71684047271265,6.25038069399307
